Grupo Vehiculo;Placa;digito;Codigo SII;A�o Veh�culo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;A�o Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisi�n;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas;
Vehiculo Liviano;RGGZ-11;0;NULL;2022;18059968;Presencial;488298;0;0;488298;Total;24/03/2022;2022;CAMIONETA;MITSUBISHI;L 200 WORK CR WF;AZUL METALIZADO;MEC;DIES;2400;FULL;0;
Vehiculo Liviano;SFS-026;K;NULL;2021;0;Presencial;9210;136;0;9346;Total;25/03/2022;2021;MOTO;MOTORRAD;TTX 150;ROJO;MEC;BENC;150;EQUI;0;
Vehiculo Liviano;NA-2735;9;CT235003095;1995;946546;Presencial;13611;0;0;13611;1ra. Cuota;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX C/S DLX CHAS.CORTO;ROJO;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;LX-1476;8;CT050003895;1995;737214;Presencial;13611;0;0;13611;1ra. Cuota;25/03/2022;2022;CAMIONETA;CHEVROLET;LUV;AZUL PETROLEO;Mec;Benc;2300;Norm;2;
Vehiculo Liviano;VC-5602;2;CT176008702;2002;2000545;Presencial;13611;0;0;13611;1ra. Cuota;25/03/2022;2022;CAMIONETA;NISSAN;D22 TERRANO DX D/C 4X4;VERDE OSCURO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;TE-5943;2;CT176003199;1999;964748;Presencial;13611;0;0;13611;1ra. Cuota;25/03/2022;2022;CAMIONETA;NISSAN;PICK UP;VERDE OSCURO BRILLANTE;Mec;BENC;1800;Norm;2;
Vehiculo Liviano;DZFL-36;2;HB050011412;2012;1956493;Presencial;13611;0;0;13611;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SPARK LITE HB 0.8 MT;AZUL DEPORTIVO;Mec;Benc;800;Norm;4;
Vehiculo Liviano;PS-9552;9;CT176003297;1997;1010256;Presencial;13611;0;0;13611;1ra. Cuota;25/03/2022;2022;CAMIONETA;NISSAN;D21 D/C;BLANCO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;UV-8622;8;SU184005102;2002;1337906;Presencial;13611;0;0;13611;1ra. Cuota;25/03/2022;2022;STATION WAGON;PEUGEOT;306;ROJO FUEGO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;BLZP-58;6;CT079014508;2008;2952668;Presencial;14764;0;0;14764;1ra. Cuota;25/03/2022;2022;CAMIONETA;FORD;RANGER HERITAGE II XL PLUS 4X2;PLATEADO PLATA;Mec;Benc;2300;Equi;4;
Vehiculo Liviano;BSTF-74;9;CT050026008;2008;3397210;Presencial;17640;0;0;17640;1ra. Cuota;25/03/2022;2022;CAMIONETA;CHEVROLET;LUV;ROJO;Mec;Dies;3000;Full;4;
Vehiculo Liviano;DVGK-95;9;SD243011912;2012;3631760;Presencial;19985;0;0;19985;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;VOLKSWAGEN;BORA;PLATEADO PLATA METALICO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;HFSB-40;2;HB050014216;2016;3708870;Presencial;20756;0;0;20756;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;GRIS SANDRIFT;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;HDGZ-63;9;HB132007015;2015;3749354;Presencial;21161;0;0;21161;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2L 5MT DAB;NEGRO GALAXIA;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;FVJS-24;2;SU229026313;2013;3877160;Presencial;22439;0;0;22439;1ra. Cuota;25/03/2022;2022;STATION WAGON;SUZUKI;JIMNY;GRIS OSCURO;Mec;Benc;1300;Full;2;
Vehiculo Liviano;SG-6432;8;CT079002297;1997;1028459;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;FORD;RANGER;ROJO TOREADOR;Mec;Benc;3000;Full;2;
Vehiculo Liviano;YR-9510;0;CT176019505;2005;2420974;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;NISSAN;TERRANO DX 4X4;BLANCO;Mec;Benc;2400;Equi;4;
Vehiculo Liviano;XB-3370;4;CT050021204;2004;2055698;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;CHEVROLET;S10 APACHE CC 2.8D AC;PLATA;Mec;Dies;2800;Full;4;
Vehiculo Liviano;UD-7570;4;SU229010901;2001;2404263;Presencial;27221;0;0;27221;Total;25/03/2022;2022;STATION WAGON;SUZUKI;GRAND NOMADE; VERDE;Mec;Benc;2500;Equi;4;
Vehiculo Liviano;ZX-1680;7;CT050024806;2006;2187699;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;CHEVROLET;LUV WORK 2.8;ROJO;Mec;Dies;3000;Norm;4;
Vehiculo Liviano;TF-2603;2;CT235003599;1999;1365210;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX;AZUL;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;TR-6685;5;SD111002300;2000;1465326;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;HYUNDAI;ELANTRA;AZUL COBALTO;Aut;Benc;1600;Full;4;
Vehiculo Liviano;ZX-2804;K;CT176014907;2007;2172645;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;NISSAN;D21 C/S 4X2 MD2111;ROJO;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;BLWL-33;1;SU050005508;2008;2544575;Presencial;27221;0;0;27221;Total;25/03/2022;2022;STATION WAGON;CHEVROLET;VIVANT;BEIGE MELANGE;Mec;Benc;1600;Full;4;
Vehiculo Liviano;BKWR-67;7;SD235017408;2008;2391984;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;TOYOTA;YARIS;VERDE CLARO;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;DXVF-37;5;HB050011212;2012;2547222;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;BLANCO;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;TN-5485;8;CT166001800;2000;1802078;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;MITSUBISHI;L200 2.5 4WD TURBO DIESEL;BLANCO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;VS-7748;0;SD111011603;2003;2020512;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;HYUNDAI;SONATA 2.0 GL 2AB ABS;PLATEADO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;SFS-026;K;NULL;2021;1225500;Presencial;27221;0;0;27221;Total;25/03/2022;2022;MOTO;MOTORRAD;TTX 150;ROJO;MEC;BENC;150;EQUI;0;
Vehiculo Liviano;LK-2404;5;CT235003595;1995;1028459;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX D/C DLX;ROJO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;VT-3348;8;VN132004903;2003;1993207;Presencial;27221;0;0;27221;Total;25/03/2022;2022;FURGON;KIA MOTORS;BESTA;PLATEADO;Mec;Dies;2700;Norm;4;
Vehiculo Liviano;YP-0141;1;MT229016812;2012;361972;Presencial;27221;0;0;27221;Total;25/03/2022;2022;MOTO;SUZUKI;EN;PLATEADO;Mec;Benc;125;NULL;0;
Vehiculo Liviano;BLZF-10;7;SD050021508;2008;1949341;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;CORSA EXTRA NB 1.6 MT;ROJO LIRA;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;PW-6102;5;CT176014907;2007;2172645;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;NISSAN;D21;VERDE OBSCURO METALI;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;CBPR-64;1;SD111014610;2010;2678089;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT MC 1.4 GL PS;BLANCO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;CLGR-74;2;SD197013511;2011;2326105;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;RENAULT;LOGAN;GRIS PERLA;Mec;Benc;1600;Full;4;
Vehiculo Liviano;RS-4429;7;SU229003098;1998;1711064;Presencial;27221;0;0;27221;Total;25/03/2022;2022;JEEP;SUZUKI;NOMADE;VERDE;Mec;Benc;2000;Equi;4;
Vehiculo Liviano;ZW-6287;0;SD050021507;2007;1877508;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;CORSA EXTRA NB 1.6 MT;BEIGE HAZEL;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;BBHB-54;7;SD050021508;2008;1949341;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;CORSA EXTRA NB 1.6 MT;BEIGE HAZEL;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;VV-4759;3;SU111002803;2003;2566596;Presencial;27221;0;0;27221;Total;25/03/2022;2022;STATION WAGON;HYUNDAI;GALLOPER;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;RL-6833;3;CT050005297;1997;937445;Presencial;27221;0;0;27221;Total;25/03/2022;2022;CAMIONETA;CHEVROLET;S10 EC 2.2;VERDE RIO;Mec;Benc;2200;Norm;2;
Vehiculo Liviano;XK-9034;8;SD160010704;2004;2206653;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;MAZDA;323;BLANCO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;WP-4151;K;SD176021407;2007;2098249;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;NISSAN;V16;ROJO;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;NF-9521;7;SD176008695;1995;691707;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;NISSAN;V16 EX 1.6 SEDAN;VERDE OSC PERLADO;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;YE-3946;5;SD132006805;2005;1401616;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;KIA MOTORS;RIO;ROJO PURO;Mec;Benc;1300;Norm;4;
Vehiculo Liviano;DBTY-25;4;HB243021211;2011;2623565;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;VOLKSWAGEN;GOL;PLATEADO PLAT;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;TW-7143;6;HB050008007;2007;1676460;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;PLATEADO POLY;Mec;Benc;1000;Full;4;
Vehiculo Liviano;DWJJ-77;K;HB050011512;2012;2051010;Presencial;27221;0;0;27221;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SPARK LITE HB 1.0 MT;PLATEADO;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;BTBW-86;3;CO052005109;2009;2848900;Presencial;28489;0;0;28489;Total;25/03/2022;2022;FURGON;CITROEN;BERLINGO;BLANCO;Mec;Dies;1600;Norm;3;
Vehiculo Liviano;DXFD-23;3;SD050022712;2012;2926245;Presencial;29262;0;0;29262;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;AVEO SEDAN NB 1.4 MT BASE;GRIS;Mec;Benc;1400;Norm;4;
Vehiculo Liviano;DZKR-59;9;HB050012613;2013;4654510;Presencial;30213;0;0;30213;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;CHEVROLET;CRUZE II HB 1.8 MT LS;BLANCO;Mec;Benc;1800;Full;4;
Vehiculo Liviano;CVHS-23;1;HB050008511;2011;3070840;Presencial;30708;0;0;30708;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;AVEO;PLATEADO METALICO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;CTWC-57;5;SD243013711;2011;3285794;Presencial;33051;0;0;33051;Total;25/03/2022;2022;AUTOMOVIL;VOLKSWAGEN;GOL;BLANCO BRILLANTE;Mec;Benc;1600;Full;4;
Vehiculo Liviano;HHPP-17;4;SD146001315;2015;3309453;Presencial;33524;0;0;33524;Total;25/03/2022;2022;AUTOMOVIL;LIFAN;530 LX;GRIS SILVER;Mec;Benc;1500;Full;4;
Vehiculo Liviano;GLXC-88;4;SU176018914;2014;5152060;Presencial;35188;0;0;35188;1ra. Cuota;25/03/2022;2022;STATION WAGON;NISSAN;QASHQAI;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;HDGY-21;7;SU197006115;2015;5196610;Presencial;35634;0;0;35634;1ra. Cuota;25/03/2022;2022;STATION WAGON;RENAULT;DUSTER;VERDE AMAZONAS;Mec;Benc;1600;Full;4;
Vehiculo Liviano;CWCG-84;9;HB052016211;2011;3434710;Presencial;36029;0;0;36029;Total;25/03/2022;2022;AUTOMOVIL;CITROEN;C3;GRIS ALUMINIUM;Mec;Benc;1400;Full;4;
Vehiculo Liviano;BPTW-39;K;SU229019008;2008;3444360;Presencial;36222;0;0;36222;Total;25/03/2022;2022;STATION WAGON;SUZUKI;GRAND VITARA;PLATEADO PLATA;Mec;Benc;1600;Equi;2;
Vehiculo Liviano;JPTY-10;6;HB243023617;2017;5301086;Presencial;36679;0;0;36679;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;VOLKSWAGEN;GOL;PLATEADO PLATA SIRIUS;Mec;Benc;1600;Full;4;
Vehiculo Liviano;LGCJ-46;K;SU091001919;2019;5414510;Presencial;37813;0;0;37813;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;GREAT WALL;HAVAL-M4;ROJO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;CPTG-98;2;HB235003011;2011;3543346;Presencial;38202;0;0;38202;Total;25/03/2022;2022;AUTOMOVIL;TOYOTA;YARIS;PLATEADO SILVER MEDIUM METALIC;Mec;Benc;1300;Equi;4;
Vehiculo Liviano;FVCG-24;8;CT243004613;2013;4327276;Presencial;33293;1786;3164;38243;2da. Cuota;25/03/2022;2021;CAMIONETA;VOLKSWAGEN;SAVEIRO;BLANCO CANDY;Mec;Benc;1600;Full;2;
Vehiculo Liviano;YP-0141;1;MT229016812;2012;346541;Presencial;32393;1963;4941;39297;Total;25/03/2022;2021;MOTO;SUZUKI;EN;PLATEADO;Mec;Benc;125;NULL;0;
Vehiculo Liviano;PBFR-51;4;CT050027409;2009;3606460;Presencial;39464;0;0;39464;Total;25/03/2022;2022;CAMIONETA;CHEVROLET;D-MAX;BLANCO VERDE;Mec;Dies;3000;Full;4;
Vehiculo Liviano;HDGZ-19;1;HB164000515;2015;3641160;Presencial;40158;0;0;40158;Total;25/03/2022;2022;AUTOMOVIL;MG;MG3;PLATEADO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;UW-9019;3;SD227011807;2007;3660260;Presencial;40540;0;0;40540;Total;25/03/2022;2022;AUTOMOVIL;SUBARU;LEGACY;GRIS URBANO;Aut;Benc;2000;Full;4;
Vehiculo Liviano;JXVP-77;3;HB111018318;2018;5865060;Presencial;42318;0;0;42318;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;HYUNDAI;GRAND I-10;BLANCO;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;NA-3083;K;SD111004795;1995;866996;Presencial;33941;1888;7216;43045;Total;25/03/2022;2020;AUTOMOVIL;HYUNDAI;ACCENT 1.5 LS;BLANCO;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;CTFG-66;2;CT235011611;2011;5968110;Presencial;43349;0;0;43349;1ra. Cuota;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX;BLANCO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;HSRD-85;5;SD050030216;2016;3888898;Presencial;45113;0;0;45113;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SAIL CLASSIC NB 1.4L;GRIS PIEDRA;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;DTZX-96;8;CO184010012;2012;3983860;Presencial;47012;0;0;47012;Total;25/03/2022;2022;FURGON;PEUGEOT;BIPPER;BLANCO BANQUISE;Mec;Dies;1400;Full;4;
Vehiculo Liviano;LWRR-23;3;SD050030620;2020;6604614;Presencial;50072;0;0;50072;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;CAFE METALICO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;YP-0141;1;MT229016812;2012;370000;Presencial;37528;2757;9934;50219;Total;25/03/2022;2020;MOTO;SUZUKI;EN;PLATEADO;Mec;Benc;125;NULL;0;
Vehiculo Liviano;DTWB-57;2;NULL;2012;4200000;Presencial;51335;0;0;51335;Total;25/03/2022;2022;CAMIONETA;HUANGHAI;STEED DD 1020H 4X2;PLATEADO;NULL;NULL;NULL;NULL;4;
Vehiculo Liviano;HDSL-51;4;SD132014415;2015;4215116;Presencial;51637;0;0;51637;Total;25/03/2022;2022;AUTOMOVIL;KIA MOTORS;RIO;GRIS PLATINADO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;FVCG-24;8;CT243004613;2013;4281210;Presencial;52959;0;0;52959;Total;25/03/2022;2022;CAMIONETA;VOLKSWAGEN;SAVEIRO;BLANCO CANDY;Mec;Benc;1600;Full;2;
Vehiculo Liviano;GBXB-71;7;CT176030614;2014;7034647;Presencial;56522;0;0;56522;1ra. Cuota;25/03/2022;2022;CAMIONETA;NISSAN;NAVARA;ROJO INTENSO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;PGFL-99;1;SU049001721;2021;7057603;Presencial;56866;0;0;56866;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;CHERY;TIGGO2;BLANCO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;JGSL-97;5;SD050030317;2017;4480732;Presencial;56949;0;0;56949;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;GRIS PIEDRA;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;JJFX-19;5;SD050030517;2017;4504610;Presencial;57427;0;0;57427;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SAIL NB 1.5L;AZUL CIELO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;JDXB-58;6;HB132007017;2017;4504928;Presencial;57433;0;0;57433;Total;25/03/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2L 5MT DAB;ROJO SIGNAL;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;DXFC-16;4;SU176018912;2012;4532760;Presencial;57990;0;0;57990;Total;25/03/2022;2022;SUV;NISSAN;QASHQAI;PLATEADO METAL;Mec;Benc;1600;Full;4;
Vehiculo Liviano;ZW-6832;1;CT235011307;2007;4616960;Presencial;59674;0;0;59674;Total;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX;NEGRO MICA;Mec;Dies;3000;Full;4;
Vehiculo Liviano;LWSC-31;K;SD132019820;2020;7322145;Presencial;60835;0;0;60835;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;KIA MOTORS;SOLUTO;PLATEADO PLATA TITANIUM;Mec;Benc;1400;NULL;4;
Vehiculo Liviano;YP-0141;1;MT229016812;2012;400000;Presencial;42780;3602;15001;61383;Total;25/03/2022;2019;MOTO;SUZUKI;EN;PLATEADO;Mec;Benc;125;NULL;0;
Vehiculo Liviano;PBBW-97;1;SU197007918;2018;7422364;Presencial;62338;0;0;62338;1ra. Cuota;25/03/2022;2022;STATION WAGON;RENAULT;DUSTER;GRIS COMETA;Mec;Benc;2000;Full;4;
Vehiculo Liviano;HXVT-13;9;SU229029516;2016;7489555;Presencial;63346;0;0;63346;1ra. Cuota;25/03/2022;2022;STATION WAGON;SUZUKI;VITARA 1.6 4WD GLS;GRIS METALICO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;HXVJ-59;6;SD050029716;2016;4833091;Presencial;63997;0;0;63997;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;SONIC E5 NB 1.6 MT;ROJO BURDEO METALICO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;CPTG-86;9;SU197004811;2011;4842160;Presencial;64178;0;0;64178;Total;25/03/2022;2022;STATION WAGON;RENAULT;KOLEOS DYNAMIQUE 4X2 AT;PLATEADO;Aut;Benc;2500;Full;4;
Vehiculo Liviano;JPCZ-20;9;SD111027717;2017;4936210;Presencial;66059;0;0;66059;Total;25/03/2022;2022;AUTOMOVIL;HYUNDAI;I-10;AZUL;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;LHDJ-48;6;CT176029311;2011;4949960;Presencial;66334;0;0;66334;Total;25/03/2022;2022;CAMIONETA;NISSAN;TERRANO;BLANCO VERDE;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;LFBX-12;5;SU197010119;2019;7735440;Presencial;67034;0;0;67034;1ra. Cuota;25/03/2022;2022;STATION WAGON;RENAULT;DUSTER;ROJO FUEGO;Mec;Benc;1600;NULL;4;
Vehiculo Liviano;GJPS-46;8;SD184023014;2014;4995306;Presencial;67241;0;0;67241;Total;25/03/2022;2022;AUTOMOVIL;PEUGEOT;301;GRIS ALUMINIUM;Mec;Dies;1600;Full;4;
Vehiculo Liviano;FDFC-29;1;SU176018914;2014;5152060;Presencial;70376;0;0;70376;Total;25/03/2022;2022;STATION WAGON;NISSAN;QASHQAI 4X2 5MT;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;DSXX-31;8;CT176030512;2012;5275310;Presencial;72841;0;0;72841;Total;25/03/2022;2022;CAMIONETA;NISSAN;TERRANO DXS TURBO DSEL 4X2 A/A;BLANCO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;PRVH-76;5;HB164001321;2021;8321245;Presencial;75821;0;0;75821;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;MG;MG3;NEGRO;Aut;Benc;1500;NULL;5;
Vehiculo Liviano;CYKS-94;5;CT176027311;2011;5428668;Presencial;75908;0;0;75908;Total;25/03/2022;2022;CAMIONETA;NISSAN;NAVARA;NEGRO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;GJDK-69;5;SU235007414;2014;8545487;Presencial;79185;0;0;79185;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;TOYOTA;ADVANTAGE RAV4 LIMITED 4X2;GRIS OSCURO;Aut;Benc;2500;Full;4;
Vehiculo Liviano;JRHB-10;1;SD050031417;2017;5665510;Presencial;80645;0;0;80645;Total;25/03/2022;2022;AUTOMOVIL;CHEVROLET;PRISMA;BLANCO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;RJWK-32;1;HB154000122;2022;8648800;Presencial;80734;0;0;80734;1ra. Cuota;25/03/2022;2022;AUTOMOVIL;MAHINDRA;KUV100;ROJO;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;PGFB-42;7;NULL;2021;8709610;Presencial;81647;0;0;81647;1ra. Cuota;25/03/2022;2022;SUV;CHERY;TIGGO 4 GLS MT;GRIS PLATA;NULL;NULL;NULL;NULL;0;
Vehiculo Liviano;CSLS-88;3;CT235011611;2011;5968110;Presencial;86697;0;0;86697;Total;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX;BLANCO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;LWRP-81;8;SU047001820;2020;5983710;Presencial;87009;0;0;87009;Total;25/03/2022;2022;AUTOMOVIL;CHANGAN;CS15;ROJO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;KTWL-81;4;CT154004719;2019;9610320;Presencial;95157;0;0;95157;1ra. Cuota;25/03/2022;2022;CAMIONETA;MAHINDRA;PIK-UP;PLATEADO;Mec;Dies;2200;NULL;4;
Vehiculo Liviano;KTHY-12;5;CT159000419;2019;9654821;Presencial;95825;0;0;95825;1ra. Cuota;25/03/2022;2022;CAMIONETA;MAXUS;T60;AZUL;Aut;Dies;2800;Full;4;
Vehiculo Liviano;DDJT-27;0;CT064005711;2011;6492014;Presencial;97175;0;0;97175;Total;25/03/2022;2022;CAMIONETA;DODGE;RAM;NEGRO;Aut;Benc;4700;Full;4;
Vehiculo Liviano;GHPF-24;9;CT111005814;2014;6551174;Presencial;98540;0;0;98540;Total;25/03/2022;2022;CAMIONETA;HYUNDAI;PORTER;BLANCO;Mec;Dies;2500;Equi;2;
Vehiculo Liviano;FXXX-55;7;CT176029314;2014;6625081;Presencial;100757;0;0;100757;Total;25/03/2022;2022;CAMIONETA;NISSAN;TERRANO DX TURBO DIESEL 4X4;PLATEADO PLATA;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;CCZK-74;0;SU227030910;2010;6652054;Presencial;101566;0;0;101566;Total;25/03/2022;2022;STATION WAGON;SUBARU;OUTBACK;PLATEADO ACERO METALICO;Aut;Benc;2500;Full;4;
Vehiculo Liviano;GGYL-51;7;CT235013614;2014;10621270;Presencial;110321;0;0;110321;1ra. Cuota;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;3000;Full;4;
Vehiculo Liviano;GKJZ-59;0;SU111014514;2014;7059964;Presencial;113803;0;0;113803;Total;25/03/2022;2022;STATION WAGON;HYUNDAI;TUCSON LM FL GL 2WD WCE1;BLANCO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;JXKS-89;2;CT166006418;2018;11877824;Presencial;129170;0;0;129170;1ra. Cuota;25/03/2022;2022;CAMIONETA;MITSUBISHI;L200 KATANA CR;GRIS GRAFITO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;FXLG-23;7;CT166006014;2014;7683298;Presencial;132503;0;0;132503;Total;25/03/2022;2022;CAMIONETA;MITSUBISHI;L200 KATANA CRT;ROJO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;KXFG-71;4;CT166006919;2019;12204230;Presencial;134066;0;0;134066;1ra. Cuota;25/03/2022;2022;CAMIONETA;MITSUBISHI;L200;BLANCO FAIRY;Mec;Dies;2400;Full;4;
Vehiculo Liviano;HRCY-40;2;CT176032416;2016;12488666;Presencial;138332;0;0;138332;1ra. Cuota;25/03/2022;2022;CAMIONETA;NISSAN;NP300;BLANCO;Mec;Dies;2300;Full;4;
Vehiculo Liviano;PGFJ-70;0;SU117008021;2021;8579944;Presencial;159403;0;0;159403;Total;25/03/2022;2022;AUTOMOVIL;JAC;JS2;ROJO NEGRO;Mec;Benc;1500;NULL;4;
Vehiculo Liviano;HBFF-59;4;SU050009515;2015;8602100;Presencial;160067;0;0;160067;Total;25/03/2022;2022;STATION WAGON;CHEVROLET;CAPTIVA;CAFE ESPRESSO;Mec;Dies;2200;Full;4;
Vehiculo Liviano;GJDK-69;5;SU235007414;2014;9060000;Presencial;131183;9617;29095;169895;2da. Cuota;25/03/2022;2020;AUTOMOVIL;TOYOTA;ADVANTAGE RAV4 LIMITED 4X2;GRIS OSCURO;Aut;Benc;2500;Full;4;
Vehiculo Liviano;DTSD-78;1;CT235013413;2013;9073361;Presencial;174205;0;0;174205;Total;25/03/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;3000;Full;4;
Vehiculo Liviano;KFKW-14;K;SU176023418;2018;9587184;Presencial;189620;0;0;189620;Total;25/03/2022;2022;STATION WAGON;NISSAN;KICKS;GRIS METALICO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;PKBC-47;1;SD132019821;2021;9692557;Presencial;192781;0;0;192781;Total;25/03/2022;2022;AUTOMOVIL;KIA MOTORS;SOLUTO;ROJO PERSA;Mec;Benc;1400;NULL;4;
